Date,Time,DateTime,Location,Latitude,Longitude,Temperature_2m_C,Relative_Humidity_%,Wind_Speed_2m_m/s,Precipitation_mm,Solar_Radiation_kWh/m2
2023-01-01,00:00,2023-01-01 00:00,Dhaka,23.8103,90.4125,13.73,83.99,1.19,0.0,0.0
2023-01-01,00:30,2023-01-01 00:30,Dhaka,23.8103,90.4125,13.73,83.99,1.19,0.0,0.0
2023-01-01,01:00,2023-01-01 01:00,Dhaka,23.8103,90.4125,13.02,87.41,1.2,0.0,0.0
2023-01-01,01:30,2023-01-01 01:30,Dhaka,23.8103,90.4125,13.02,87.41,1.2,0.0,0.0
2023-01-01,02:00,2023-01-01 02:00,Dhaka,23.8103,90.4125,12.45,90.49,1.22,0.0,0.0
2023-01-01,02:30,2023-01-01 02:30,Dhaka,23.8103,90.4125,12.45,90.49,1.22,0.0,0.0
2023-01-01,03:00,2023-01-01 03:00,Dhaka,23.8103,90.4125,12.02,93.32,1.19,0.0,0.0
2023-01-01,03:30,2023-01-01 03:30,Dhaka,23.8103,90.4125,12.02,93.32,1.19,0.0,0.0
2023-01-01,04:00,2023-01-01 04:00,Dhaka,23.8103,90.4125,11.74,95.44,1.15,0.0,0.0
2023-01-01,04:30,2023-01-01 04:30,Dhaka,23.8103,90.4125,11.74,95.44,1.15,0.0,0.0
2023-01-01,05:00,2023-01-01 05:00,Dhaka,23.8103,90.4125,11.54,97.13,1.13,0.0,0.0
2023-01-01,05:30,2023-01-01 05:30,Dhaka,23.8103,90.4125,11.54,97.13,1.13,0.0,0.0
2023-01-01,06:00,2023-01-01 06:00,Dhaka,23.8103,90.4125,11.38,98.6,1.1,0.0,0.0
2023-01-01,06:30,2023-01-01 06:30,Dhaka,23.8103,90.4125,11.38,98.6,1.1,0.0,0.0
2023-01-01,07:00,2023-01-01 07:00,Dhaka,23.8103,90.4125,12.76,93.4,0.97,0.0,0.19
2023-01-01,07:30,2023-01-01 07:30,Dhaka,23.8103,90.4125,12.76,93.4,0.97,0.0,0.19
2023-01-01,08:00,2023-01-01 08:00,Dhaka,23.8103,90.4125,14.94,83.31,1.57,0.0,0.58
2023-01-01,08:30,2023-01-01 08:30,Dhaka,23.8103,90.4125,14.94,83.31,1.57,0.0,0.58
2023-01-01,09:00,2023-01-01 09:00,Dhaka,23.8103,90.4125,17.59,72.23,1.4,0.0,1.04
2023-01-01,09:30,2023-01-01 09:30,Dhaka,23.8103,90.4125,17.59,72.23,1.4,0.0,1.04
2023-01-01,10:00,2023-01-01 10:00,Dhaka,23.8103,90.4125,20.59,57.82,1.64,0.0,1.46
2023-01-01,10:30,2023-01-01 10:30,Dhaka,23.8103,90.4125,20.59,57.82,1.64,0.0,1.46
2023-01-01,11:00,2023-01-01 11:00,Dhaka,23.8103,90.4125,21.96,53.3,1.68,0.0,1.98
2023-01-01,11:30,2023-01-01 11:30,Dhaka,23.8103,90.4125,21.96,53.3,1.68,0.0,1.98
2023-01-01,12:00,2023-01-01 12:00,Dhaka,23.8103,90.4125,22.8,50.94,1.68,0.0,1.97
2023-01-01,12:30,2023-01-01 12:30,Dhaka,23.8103,90.4125,22.8,50.94,1.68,0.0,1.97
2023-01-01,13:00,2023-01-01 13:00,Dhaka,23.8103,90.4125,23.21,49.87,1.6,0.0,1.72
2023-01-01,13:30,2023-01-01 13:30,Dhaka,23.8103,90.4125,23.21,49.87,1.6,0.0,1.72
2023-01-01,14:00,2023-01-01 14:00,Dhaka,23.8103,90.4125,23.15,50.29,1.54,0.0,1.29
2023-01-01,14:30,2023-01-01 14:30,Dhaka,23.8103,90.4125,23.15,50.29,1.54,0.0,1.29
2023-01-01,15:00,2023-01-01 15:00,Dhaka,23.8103,90.4125,22.58,52.28,1.35,0.0,0.76
