Date,Time,DateTime,Location,Latitude,Longitude,Temperature_2m_C,Relative_Humidity_%,Wind_Speed_2m_m/s,Precipitation_mm,Solar_Radiation_kWh/m2
2022-01-01,00:00,2022-01-01 00:00,Dhaka,23.8103,90.4125,14.0,95.43,1.96,0.0,0.0
2022-01-01,00:30,2022-01-01 00:30,Dhaka,23.8103,90.4125,14.0,95.43,1.96,0.0,0.0
2022-01-01,01:00,2022-01-01 01:00,Dhaka,23.8103,90.4125,13.72,97.27,2.03,0.0,0.0
2022-01-01,01:30,2022-01-01 01:30,Dhaka,23.8103,90.4125,13.72,97.27,2.03,0.0,0.0
2022-01-01,02:00,2022-01-01 02:00,Dhaka,23.8103,90.4125,13.43,98.99,2.06,0.0,0.0
2022-01-01,02:30,2022-01-01 02:30,Dhaka,23.8103,90.4125,13.43,98.99,2.06,0.0,0.0
2022-01-01,03:00,2022-01-01 03:00,Dhaka,23.8103,90.4125,13.21,100.0,2.01,0.0,0.0
2022-01-01,03:30,2022-01-01 03:30,Dhaka,23.8103,90.4125,13.21,100.0,2.01,0.0,0.0
2022-01-01,04:00,2022-01-01 04:00,Dhaka,23.8103,90.4125,13.03,100.0,1.85,0.0,0.0
2022-01-01,04:30,2022-01-01 04:30,Dhaka,23.8103,90.4125,13.03,100.0,1.85,0.0,0.0
2022-01-01,05:00,2022-01-01 05:00,Dhaka,23.8103,90.4125,12.93,100.0,1.7,0.0,0.0
2022-01-01,05:30,2022-01-01 05:30,Dhaka,23.8103,90.4125,12.93,100.0,1.7,0.0,0.0
2022-01-01,06:00,2022-01-01 06:00,Dhaka,23.8103,90.4125,12.87,100.0,1.54,0.0,0.0
2022-01-01,06:30,2022-01-01 06:30,Dhaka,23.8103,90.4125,12.87,100.0,1.54,0.0,0.0
2022-01-01,07:00,2022-01-01 07:00,Dhaka,23.8103,90.4125,14.05,94.25,1.86,0.0,0.33
2022-01-01,07:30,2022-01-01 07:30,Dhaka,23.8103,90.4125,14.05,94.25,1.86,0.0,0.33
2022-01-01,08:00,2022-01-01 08:00,Dhaka,23.8103,90.4125,15.27,88.83,2.35,0.0,0.92
2022-01-01,08:30,2022-01-01 08:30,Dhaka,23.8103,90.4125,15.27,88.83,2.35,0.0,0.92
2022-01-01,09:00,2022-01-01 09:00,Dhaka,23.8103,90.4125,16.93,83.28,2.33,0.0,1.53
2022-01-01,09:30,2022-01-01 09:30,Dhaka,23.8103,90.4125,16.93,83.28,2.33,0.0,1.53
2022-01-01,10:00,2022-01-01 10:00,Dhaka,23.8103,90.4125,19.38,72.8,2.58,0.0,2.08
2022-01-01,10:30,2022-01-01 10:30,Dhaka,23.8103,90.4125,19.38,72.8,2.58,0.0,2.08
2022-01-01,11:00,2022-01-01 11:00,Dhaka,23.8103,90.4125,21.45,64.63,2.53,0.0,2.37
2022-01-01,11:30,2022-01-01 11:30,Dhaka,23.8103,90.4125,21.45,64.63,2.53,0.0,2.37
2022-01-01,12:00,2022-01-01 12:00,Dhaka,23.8103,90.4125,23.07,58.78,2.08,0.0,2.37
2022-01-01,12:30,2022-01-01 12:30,Dhaka,23.8103,90.4125,23.07,58.78,2.08,0.0,2.37
2022-01-01,13:00,2022-01-01 13:00,Dhaka,23.8103,90.4125,23.92,54.1,1.5,0.0,2.1
2022-01-01,13:30,2022-01-01 13:30,Dhaka,23.8103,90.4125,23.92,54.1,1.5,0.0,2.1
2022-01-01,14:00,2022-01-01 14:00,Dhaka,23.8103,90.4125,24.09,52.28,1.14,0.0,1.62
2022-01-01,14:30,2022-01-01 14:30,Dhaka,23.8103,90.4125,24.09,52.28,1.14,0.0,1.62
2022-01-01,15:00,2022-01-01 15:00,Dhaka,23.8103,90.4125,23.74,53.59,0.85,0.0,0.97
2022-01-01,15:30,2022-01-01 15:30,Dhaka,23.8103,90.4125,23.74,53.59,0.85,0.0,0.97
2022-01-01,16:00,2022-01-01 16:00,Dhaka,23.8103,90.4125,22.42,61.55,0.59,0.0,0.34
2022-01-01,16:30,2022-01-01 16:30,Dhaka,23.8103,90.4125,22.42,61.55,0.59,0.0,0.34
2022-01-01,17:00,2022-01-01 17:00,Dhaka,23.8103,90.4125,20.33,63.42,0.77,0.0,0.01
2022-01-01,17:30,2022-01-01 17:30,Dhaka,23.8103,90.4125,20.33,63.42,0.77,0.0,0.01
2022-01-01,18:00,2022-01-01 18:00,Dhaka,23.8103,90.4125,18.89,68.87,1.09,0.0,0.0
2022-01-01,18:30,2022-01-01 18:30,Dhaka,23.8103,90.4125,18.89,68.87,1.09,0.0,0.0
2022-01-01,19:00,2022-01-01 19:00,Dhaka,23.8103,90.4125,17.23,77.32,1.33,0.0,0.0
2022-01-01,19:30,2022-01-01 19:30,Dhaka,23.8103,90.4125,17.23,77.32,1.33,0.0,0.0
