Date,Time,DateTime,Location,Latitude,Longitude,Temperature_2m_C,Relative_Humidity_%,Wind_Speed_2m_m/s,Precipitation_mm,Solar_Radiation_kWh/m2
2021-01-01,00:00,2021-01-01 00:00,Dhaka,23.8103,90.4125,13.56,94.84,1.37,0.0,0.0
2021-01-01,00:30,2021-01-01 00:30,Dhaka,23.8103,90.4125,13.56,94.84,1.37,0.0,0.0
2021-01-01,01:00,2021-01-01 01:00,Dhaka,23.8103,90.4125,12.95,97.71,1.39,0.0,0.0
2021-01-01,01:30,2021-01-01 01:30,Dhaka,23.8103,90.4125,12.95,97.71,1.39,0.0,0.0
2021-01-01,02:00,2021-01-01 02:00,Dhaka,23.8103,90.4125,12.41,100.0,1.35,0.0,0.0
2021-01-01,02:30,2021-01-01 02:30,Dhaka,23.8103,90.4125,12.41,100.0,1.35,0.0,0.0
2021-01-01,03:00,2021-01-01 03:00,Dhaka,23.8103,90.4125,12.0,100.0,1.26,0.0,0.0
2021-01-01,03:30,2021-01-01 03:30,Dhaka,23.8103,90.4125,12.0,100.0,1.26,0.0,0.0
2021-01-01,04:00,2021-01-01 04:00,Dhaka,23.8103,90.4125,11.85,100.0,1.16,0.0,0.0
2021-01-01,04:30,2021-01-01 04:30,Dhaka,23.8103,90.4125,11.85,100.0,1.16,0.0,0.0
2021-01-01,05:00,2021-01-01 05:00,Dhaka,23.8103,90.4125,11.85,100.0,1.03,0.0,0.0
2021-01-01,05:30,2021-01-01 05:30,Dhaka,23.8103,90.4125,11.85,100.0,1.03,0.0,0.0
2021-01-01,06:00,2021-01-01 06:00,Dhaka,23.8103,90.4125,11.81,100.0,1.03,0.0,0.0
2021-01-01,06:30,2021-01-01 06:30,Dhaka,23.8103,90.4125,11.81,100.0,1.03,0.0,0.0
2021-01-01,07:00,2021-01-01 07:00,Dhaka,23.8103,90.4125,13.52,95.55,1.01,0.01,0.35
2021-01-01,07:30,2021-01-01 07:30,Dhaka,23.8103,90.4125,13.52,95.55,1.01,0.01,0.35
2021-01-01,08:00,2021-01-01 08:00,Dhaka,23.8103,90.4125,15.67,87.76,1.24,0.0,0.94
2021-01-01,08:30,2021-01-01 08:30,Dhaka,23.8103,90.4125,15.67,87.76,1.24,0.0,0.94
2021-01-01,09:00,2021-01-01 09:00,Dhaka,23.8103,90.4125,18.88,76.04,1.02,0.0,1.56
2021-01-01,09:30,2021-01-01 09:30,Dhaka,23.8103,90.4125,18.88,76.04,1.02,0.0,1.56
2021-01-01,10:00,2021-01-01 10:00,Dhaka,23.8103,90.4125,22.0,62.21,0.9,0.0,2.04
2021-01-01,10:30,2021-01-01 10:30,Dhaka,23.8103,90.4125,22.0,62.21,0.9,0.0,2.04
2021-01-01,11:00,2021-01-01 11:00,Dhaka,23.8103,90.4125,23.04,59.02,0.83,0.0,2.48
2021-01-01,11:30,2021-01-01 11:30,Dhaka,23.8103,90.4125,23.04,59.02,0.83,0.0,2.48
2021-01-01,12:00,2021-01-01 12:00,Dhaka,23.8103,90.4125,23.59,57.58,0.89,0.0,2.47
2021-01-01,12:30,2021-01-01 12:30,Dhaka,23.8103,90.4125,23.59,57.58,0.89,0.0,2.47
2021-01-01,13:00,2021-01-01 13:00,Dhaka,23.8103,90.4125,23.85,56.8,0.91,0.0,2.22
2021-01-01,13:30,2021-01-01 13:30,Dhaka,23.8103,90.4125,23.85,56.8,0.91,0.0,2.22
2021-01-01,14:00,2021-01-01 14:00,Dhaka,23.8103,90.4125,23.77,56.87,0.95,0.0,1.73
2021-01-01,14:30,2021-01-01 14:30,Dhaka,23.8103,90.4125,23.77,56.87,0.95,0.0,1.73
2021-01-01,15:00,2021-01-01 15:00,Dhaka,23.8103,90.4125,23.28,59.79,1.0,0.0,1.07
2021-01-01,15:30,2021-01-01 15:30,Dhaka,23.8103,90.4125,23.28,59.79,1.0,0.0,1.07
2021-01-01,16:00,2021-01-01 16:00,Dhaka,23.8103,90.4125,21.94,70.47,0.75,0.0,0.39
2021-01-01,16:30,2021-01-01 16:30,Dhaka,23.8103,90.4125,21.94,70.47,0.75,0.0,0.39
2021-01-01,17:00,2021-01-01 17:00,Dhaka,23.8103,90.4125,20.04,70.3,0.91,0.0,0.01
2021-01-01,17:30,2021-01-01 17:30,Dhaka,23.8103,90.4125,20.04,70.3,0.91,0.0,0.01
2021-01-01,18:00,2021-01-01 18:00,Dhaka,23.8103,90.4125,18.98,72.56,1.08,0.0,0.0
2021-01-01,18:30,2021-01-01 18:30,Dhaka,23.8103,90.4125,18.98,72.56,1.08,0.0,0.0
2021-01-01,19:00,2021-01-01 19:00,Dhaka,23.8103,90.4125,17.96,76.05,1.2,0.0,0.0
2021-01-01,19:30,2021-01-01 19:30,Dhaka,23.8103,90.4125,17.96,76.05,1.2,0.0,0.0
2021-01-01,20:00,2021-01-01 20:00,Dhaka,23.8103,90.4125,16.96,79.86,1.27,0.0,0.0
2021-01-01,20:30,2021-01-01 20:30,Dhaka,23.8103,90.4125,16.96,79.86,1.27,0.0,0.0
2021-01-01,21:00,2021-01-01 21:00,Dhaka,23.8103,90.4125,15.99,83.82,1.3,0.0,0.0
2021-01-01,21:30,2021-01-01 21:30,Dhaka,23.8103,90.4125,15.99,83.82,1.3,0.0,0.0
2021-01-01,22:00,2021-01-01 22:00,Dhaka,23.8103,90.4125,15.13,87.54,1.31,0.0,0.0
2021-01-01,22:30,2021-01-01 22:30,Dhaka,23.8103,90.4125,15.13,87.54,1.31,0.0,0.0
2021-01-01,23:00,2021-01-01 23:00,Dhaka,23.8103,90.4125,14.41,91.12,1.31,0.0,0.0
2021-01-01,23:30,2021-01-01 23:30,Dhaka,23.8103,90.4125,14.41,91.12,1.31,0.0,0.0
2021-01-02,00:00,2021-01-02 00:00,Dhaka,23.8103,90.4125,13.78,94.51,1.32,0.0,0.0
2021-01-02,00:30,2021-01-02 00:30,Dhaka,23.8103,90.4125,13.78,94.51,1.32,0.0,0.0
2021-01-02,01:00,2021-01-02 01:00,Dhaka,23.8103,90.4125,13.16,97.76,1.32,0.0,0.0
2021-01-02,01:30,2021-01-02 01:30,Dhaka,23.8103,90.4125,13.16,97.76,1.32,0.0,0.0
2021-01-02,02:00,2021-01-02 02:00,Dhaka,23.8103,90.4125,12.56,100.0,1.34,0.0,0.0
2021-01-02,02:30,2021-01-02 02:30,Dhaka,23.8103,90.4125,12.56,100.0,1.34,0.0,0.0
2021-01-02,03:00,2021-01-02 03:00,Dhaka,23.8103,90.4125,12.09,100.0,1.31,0.0,0.0
2021-01-02,03:30,2021-01-02 03:30,Dhaka,23.8103,90.4125,12.09,100.0,1.31,0.0,0.0
2021-01-02,04:00,2021-01-02 04:00,Dhaka,23.8103,90.4125,11.74,100.0,1.25,0.0,0.0
2021-01-02,04:30,2021-01-02 04:30,Dhaka,23.8103,90.4125,11.74,100.0,1.25,0.0,0.0
2021-01-02,05:00,2021-01-02 05:00,Dhaka,23.8103,90.4125,11.64,100.0,1.19,0.0,0.0
2021-01-02,05:30,2021-01-02 05:30,Dhaka,23.8103,90.4125,11.64,100.0,1.19,0.0,0.0
2021-01-02,06:00,2021-01-02 06:00,Dhaka,23.8103,90.4125,11.84,100.0,1.07,0.0,0.0
2021-01-02,06:30,2021-01-02 06:30,Dhaka,23.8103,90.4125,11.84,100.0,1.07,0.0,0.0
2021-01-02,07:00,2021-01-02 07:00,Dhaka,23.8103,90.4125,13.82,96.05,0.89,0.0,0.37
2021-01-02,07:30,2021-01-02 07:30,Dhaka,23.8103,90.4125,13.82,96.05,0.89,0.0,0.37
2021-01-02,08:00,2021-01-02 08:00,Dhaka,23.8103,90.4125,16.04,87.92,0.74,0.0,1.01
2021-01-02,08:30,2021-01-02 08:30,Dhaka,23.8103,90.4125,16.04,87.92,0.74,0.0,1.01
2021-01-02,09:00,2021-01-02 09:00,Dhaka,23.8103,90.4125,19.32,74.83,0.67,0.0,1.67
2021-01-02,09:30,2021-01-02 09:30,Dhaka,23.8103,90.4125,19.32,74.83,0.67,0.0,1.67
2021-01-02,10:00,2021-01-02 10:00,Dhaka,23.8103,90.4125,21.88,63.37,0.64,0.0,2.16
2021-01-02,10:30,2021-01-02 10:30,Dhaka,23.8103,90.4125,21.88,63.37,0.64,0.0,2.16
2021-01-02,11:00,2021-01-02 11:00,Dhaka,23.8103,90.4125,22.8,60.79,0.59,0.0,2.38
2021-01-02,11:30,2021-01-02 11:30,Dhaka,23.8103,90.4125,22.8,60.79,0.59,0.0,2.38
2021-01-02,12:00,2021-01-02 12:00,Dhaka,23.8103,90.4125,23.37,59.4,0.74,0.0,2.38
2021-01-02,12:30,2021-01-02 12:30,Dhaka,23.8103,90.4125,23.37,59.4,0.74,0.0,2.38
2021-01-02,13:00,2021-01-02 13:00,Dhaka,23.8103,90.4125,23.65,58.41,0.91,0.0,2.13
2021-01-02,13:30,2021-01-02 13:30,Dhaka,23.8103,90.4125,23.65,58.41,0.91,0.0,2.13
2021-01-02,14:00,2021-01-02 14:00,Dhaka,23.8103,90.4125,23.54,58.16,0.95,0.0,1.64
2021-01-02,14:30,2021-01-02 14:30,Dhaka,23.8103,90.4125,23.54,58.16,0.95,0.0,1.64
2021-01-02,15:00,2021-01-02 15:00,Dhaka,23.8103,90.4125,23.05,60.68,0.92,0.0,1.02
2021-01-02,15:30,2021-01-02 15:30,Dhaka,23.8103,90.4125,23.05,60.68,0.92,0.0,1.02
2021-01-02,16:00,2021-01-02 16:00,Dhaka,23.8103,90.4125,21.86,70.57,0.7,0.0,0.37
2021-01-02,16:30,2021-01-02 16:30,Dhaka,23.8103,90.4125,21.86,70.57,0.7,0.0,0.37
2021-01-02,17:00,2021-01-02 17:00,Dhaka,23.8103,90.4125,20.16,69.66,0.89,0.0,0.01
2021-01-02,17:30,2021-01-02 17:30,Dhaka,23.8103,90.4125,20.16,69.66,0.89,0.0,0.01
2021-01-02,18:00,2021-01-02 18:00,Dhaka,23.8103,90.4125,19.13,71.89,1.04,0.0,0.0
2021-01-02,18:30,2021-01-02 18:30,Dhaka,23.8103,90.4125,19.13,71.89,1.04,0.0,0.0
2021-01-02,19:00,2021-01-02 19:00,Dhaka,23.8103,90.4125,18.17,74.9,1.15,0.0,0.0
2021-01-02,19:30,2021-01-02 19:30,Dhaka,23.8103,90.4125,18.17,74.9,1.15,0.0,0.0
2021-01-02,20:00,2021-01-02 20:00,Dhaka,23.8103,90.4125,17.24,78.2,1.21,0.0,0.0
2021-01-02,20:30,2021-01-02 20:30,Dhaka,23.8103,90.4125,17.24,78.2,1.21,0.0,0.0
2021-01-02,21:00,2021-01-02 21:00,Dhaka,23.8103,90.4125,16.17,82.72,1.26,0.0,0.0
2021-01-02,21:30,2021-01-02 21:30,Dhaka,23.8103,90.4125,16.17,82.72,1.26,0.0,0.0
2021-01-02,22:00,2021-01-02 22:00,Dhaka,23.8103,90.4125,15.21,87.11,1.29,0.0,0.0
2021-01-02,22:30,2021-01-02 22:30,Dhaka,23.8103,90.4125,15.21,87.11,1.29,0.0,0.0
2021-01-02,23:00,2021-01-02 23:00,Dhaka,23.8103,90.4125,14.47,90.94,1.3,0.0,0.0
2021-01-02,23:30,2021-01-02 23:30,Dhaka,23.8103,90.4125,14.47,90.94,1.3,0.0,0.0
2021-01-03,00:00,2021-01-03 00:00,Dhaka,23.8103,90.4125,13.89,93.89,1.27,0.0,0.0
