Date,Time,DateTime,Location,Latitude,Longitude,Temperature_2m_C,Relative_Humidity_%,Wind_Speed_2m_m/s,Precipitation_mm,Solar_Radiation_kWh/m2
2021-01-01,00:00,2021-01-01 00:00,Chittagong,22.3569,91.7832,15.28,93.55,1.72,0.0,0.0
2021-01-01,00:30,2021-01-01 00:30,Chittagong,22.3569,91.7832,15.28,93.55,1.72,0.0,0.0
2021-01-01,01:00,2021-01-01 01:00,Chittagong,22.3569,91.7832,14.81,95.44,1.69,0.0,0.0
2021-01-01,01:30,2021-01-01 01:30,Chittagong,22.3569,91.7832,14.81,95.44,1.69,0.0,0.0
2021-01-01,02:00,2021-01-01 02:00,Chittagong,22.3569,91.7832,14.48,96.39,1.65,0.0,0.0
2021-01-01,02:30,2021-01-01 02:30,Chittagong,22.3569,91.7832,14.48,96.39,1.65,0.0,0.0
2021-01-01,03:00,2021-01-01 03:00,Chittagong,22.3569,91.7832,14.3,96.73,1.55,0.0,0.0
2021-01-01,03:30,2021-01-01 03:30,Chittagong,22.3569,91.7832,14.3,96.73,1.55,0.0,0.0
2021-01-01,04:00,2021-01-01 04:00,Chittagong,22.3569,91.7832,14.34,95.82,1.35,0.0,0.0
2021-01-01,04:30,2021-01-01 04:30,Chittagong,22.3569,91.7832,14.34,95.82,1.35,0.0,0.0
2021-01-01,05:00,2021-01-01 05:00,Chittagong,22.3569,91.7832,14.43,94.64,1.08,0.0,0.0
2021-01-01,05:30,2021-01-01 05:30,Chittagong,22.3569,91.7832,14.43,94.64,1.08,0.0,0.0
2021-01-01,06:00,2021-01-01 06:00,Chittagong,22.3569,91.7832,14.66,93.1,0.93,0.0,0.02
2021-01-01,06:30,2021-01-01 06:30,Chittagong,22.3569,91.7832,14.66,93.1,0.93,0.0,0.02
2021-01-01,07:00,2021-01-01 07:00,Chittagong,22.3569,91.7832,15.97,88.58,0.79,0.0,0.48
2021-01-01,07:30,2021-01-01 07:30,Chittagong,22.3569,91.7832,15.97,88.58,0.79,0.0,0.48
2021-01-01,08:00,2021-01-01 08:00,Chittagong,22.3569,91.7832,17.73,84.59,0.83,0.0,1.25
2021-01-01,08:30,2021-01-01 08:30,Chittagong,22.3569,91.7832,17.73,84.59,0.83,0.0,1.25
2021-01-01,09:00,2021-01-01 09:00,Chittagong,22.3569,91.7832,20.41,74.0,0.57,0.0,1.91
2021-01-01,09:30,2021-01-01 09:30,Chittagong,22.3569,91.7832,20.41,74.0,0.57,0.0,1.91
2021-01-01,10:00,2021-01-01 10:00,Chittagong,22.3569,91.7832,23.07,60.08,0.96,0.0,2.42
2021-01-01,10:30,2021-01-01 10:30,Chittagong,22.3569,91.7832,23.07,60.08,0.96,0.0,2.42
2021-01-01,11:00,2021-01-01 11:00,Chittagong,22.3569,91.7832,23.66,59.35,1.45,0.0,2.71
2021-01-01,11:30,2021-01-01 11:30,Chittagong,22.3569,91.7832,23.66,59.35,1.45,0.0,2.71
2021-01-01,12:00,2021-01-01 12:00,Chittagong,22.3569,91.7832,23.85,60.78,1.61,0.0,2.69
2021-01-01,12:30,2021-01-01 12:30,Chittagong,22.3569,91.7832,23.85,60.78,1.61,0.0,2.69
2021-01-01,13:00,2021-01-01 13:00,Chittagong,22.3569,91.7832,23.84,62.34,1.54,0.0,2.38
2021-01-01,13:30,2021-01-01 13:30,Chittagong,22.3569,91.7832,23.84,62.34,1.54,0.0,2.38
2021-01-01,14:00,2021-01-01 14:00,Chittagong,22.3569,91.7832,23.67,63.11,1.4,0.0,1.89
2021-01-01,14:30,2021-01-01 14:30,Chittagong,22.3569,91.7832,23.67,63.11,1.4,0.0,1.89
2021-01-01,15:00,2021-01-01 15:00,Chittagong,22.3569,91.7832,23.28,65.1,1.3,0.0,1.19
2021-01-01,15:30,2021-01-01 15:30,Chittagong,22.3569,91.7832,23.28,65.1,1.3,0.0,1.19
2021-01-01,16:00,2021-01-01 16:00,Chittagong,22.3569,91.7832,22.24,72.45,1.14,0.0,0.42
2021-01-01,16:30,2021-01-01 16:30,Chittagong,22.3569,91.7832,22.24,72.45,1.14,0.0,0.42
2021-01-01,17:00,2021-01-01 17:00,Chittagong,22.3569,91.7832,20.4,74.58,1.29,0.0,0.0
2021-01-01,17:30,2021-01-01 17:30,Chittagong,22.3569,91.7832,20.4,74.58,1.29,0.0,0.0
2021-01-01,18:00,2021-01-01 18:00,Chittagong,22.3569,91.7832,19.66,75.45,1.38,0.0,0.0
2021-01-01,18:30,2021-01-01 18:30,Chittagong,22.3569,91.7832,19.66,75.45,1.38,0.0,0.0
2021-01-01,19:00,2021-01-01 19:00,Chittagong,22.3569,91.7832,19.18,76.53,1.39,0.0,0.0
2021-01-01,19:30,2021-01-01 19:30,Chittagong,22.3569,91.7832,19.18,76.53,1.39,0.0,0.0
2021-01-01,20:00,2021-01-01 20:00,Chittagong,22.3569,91.7832,18.75,78.19,1.36,0.0,0.0
2021-01-01,20:30,2021-01-01 20:30,Chittagong,22.3569,91.7832,18.75,78.19,1.36,0.0,0.0
2021-01-01,21:00,2021-01-01 21:00,Chittagong,22.3569,91.7832,18.17,81.4,1.38,0.0,0.0
2021-01-01,21:30,2021-01-01 21:30,Chittagong,22.3569,91.7832,18.17,81.4,1.38,0.0,0.0
2021-01-01,22:00,2021-01-01 22:00,Chittagong,22.3569,91.7832,17.37,86.1,1.43,0.0,0.0
2021-01-01,22:30,2021-01-01 22:30,Chittagong,22.3569,91.7832,17.37,86.1,1.43,0.0,0.0
2021-01-01,23:00,2021-01-01 23:00,Chittagong,22.3569,91.7832,16.56,91.05,1.49,0.0,0.0
2021-01-01,23:30,2021-01-01 23:30,Chittagong,22.3569,91.7832,16.56,91.05,1.49,0.0,0.0
2021-01-02,00:00,2021-01-02 00:00,Chittagong,22.3569,91.7832,15.86,94.94,1.53,0.0,0.0
2021-01-02,00:30,2021-01-02 00:30,Chittagong,22.3569,91.7832,15.86,94.94,1.53,0.0,0.0
2021-01-02,01:00,2021-01-02 01:00,Chittagong,22.3569,91.7832,15.23,98.37,1.54,0.0,0.0
2021-01-02,01:30,2021-01-02 01:30,Chittagong,22.3569,91.7832,15.23,98.37,1.54,0.0,0.0
2021-01-02,02:00,2021-01-02 02:00,Chittagong,22.3569,91.7832,14.73,100.0,1.56,0.0,0.0
2021-01-02,02:30,2021-01-02 02:30,Chittagong,22.3569,91.7832,14.73,100.0,1.56,0.0,0.0
2021-01-02,03:00,2021-01-02 03:00,Chittagong,22.3569,91.7832,14.48,100.0,1.51,0.0,0.0
2021-01-02,03:30,2021-01-02 03:30,Chittagong,22.3569,91.7832,14.48,100.0,1.51,0.0,0.0
2021-01-02,04:00,2021-01-02 04:00,Chittagong,22.3569,91.7832,14.48,100.0,1.37,0.0,0.0
2021-01-02,04:30,2021-01-02 04:30,Chittagong,22.3569,91.7832,14.48,100.0,1.37,0.0,0.0
2021-01-02,05:00,2021-01-02 05:00,Chittagong,22.3569,91.7832,14.52,99.35,1.24,0.0,0.0
2021-01-02,05:30,2021-01-02 05:30,Chittagong,22.3569,91.7832,14.52,99.35,1.24,0.0,0.0
2021-01-02,06:00,2021-01-02 06:00,Chittagong,22.3569,91.7832,14.51,98.4,1.1,0.0,0.02
2021-01-02,06:30,2021-01-02 06:30,Chittagong,22.3569,91.7832,14.51,98.4,1.1,0.0,0.02
2021-01-02,07:00,2021-01-02 07:00,Chittagong,22.3569,91.7832,15.95,91.99,0.99,0.0,0.44
2021-01-02,07:30,2021-01-02 07:30,Chittagong,22.3569,91.7832,15.95,91.99,0.99,0.0,0.44
2021-01-02,08:00,2021-01-02 08:00,Chittagong,22.3569,91.7832,17.79,86.5,0.74,0.0,1.17
2021-01-02,08:30,2021-01-02 08:30,Chittagong,22.3569,91.7832,17.79,86.5,0.74,0.0,1.17
2021-01-02,09:00,2021-01-02 09:00,Chittagong,22.3569,91.7832,20.79,71.24,0.34,0.0,1.84
2021-01-02,09:30,2021-01-02 09:30,Chittagong,22.3569,91.7832,20.79,71.24,0.34,0.0,1.84
2021-01-02,10:00,2021-01-02 10:00,Chittagong,22.3569,91.7832,22.58,60.58,0.34,0.0,2.29
2021-01-02,10:30,2021-01-02 10:30,Chittagong,22.3569,91.7832,22.58,60.58,0.34,0.0,2.29
2021-01-02,11:00,2021-01-02 11:00,Chittagong,22.3569,91.7832,23.18,59.71,1.11,0.0,2.69
2021-01-02,11:30,2021-01-02 11:30,Chittagong,22.3569,91.7832,23.18,59.71,1.11,0.0,2.69
2021-01-02,12:00,2021-01-02 12:00,Chittagong,22.3569,91.7832,23.45,60.02,1.54,0.0,2.68
2021-01-02,12:30,2021-01-02 12:30,Chittagong,22.3569,91.7832,23.45,60.02,1.54,0.0,2.68
2021-01-02,13:00,2021-01-02 13:00,Chittagong,22.3569,91.7832,23.47,60.91,1.76,0.0,2.41
2021-01-02,13:30,2021-01-02 13:30,Chittagong,22.3569,91.7832,23.47,60.91,1.76,0.0,2.41
2021-01-02,14:00,2021-01-02 14:00,Chittagong,22.3569,91.7832,23.24,62.08,1.79,0.0,1.91
2021-01-02,14:30,2021-01-02 14:30,Chittagong,22.3569,91.7832,23.24,62.08,1.79,0.0,1.91
2021-01-02,15:00,2021-01-02 15:00,Chittagong,22.3569,91.7832,22.8,64.49,1.7,0.0,1.21
2021-01-02,15:30,2021-01-02 15:30,Chittagong,22.3569,91.7832,22.8,64.49,1.7,0.0,1.21
2021-01-02,16:00,2021-01-02 16:00,Chittagong,22.3569,91.7832,21.71,73.22,1.39,0.0,0.48
2021-01-02,16:30,2021-01-02 16:30,Chittagong,22.3569,91.7832,21.71,73.22,1.39,0.0,0.48
2021-01-02,17:00,2021-01-02 17:00,Chittagong,22.3569,91.7832,19.78,78.6,1.39,0.0,0.0
2021-01-02,17:30,2021-01-02 17:30,Chittagong,22.3569,91.7832,19.78,78.6,1.39,0.0,0.0
2021-01-02,18:00,2021-01-02 18:00,Chittagong,22.3569,91.7832,19.02,80.11,1.49,0.0,0.0
