Date,Time,DateTime,Location,Latitude,Longitude,Temperature_2m_C,Relative_Humidity_%,Wind_Speed_2m_m/s,Precipitation_mm,Solar_Radiation_kWh/m2
2020-01-01,00:00,2020-01-01 00:00,Chittagong,22.3569,91.7832,18.35,83.54,1.33,0.04,0.0
2020-01-01,00:30,2020-01-01 00:30,Chittagong,22.3569,91.7832,18.35,83.54,1.33,0.04,0.0
2020-01-01,01:00,2020-01-01 01:00,Chittagong,22.3569,91.7832,18.11,84.84,1.31,0.02,0.0
2020-01-01,01:30,2020-01-01 01:30,Chittagong,22.3569,91.7832,18.11,84.84,1.31,0.02,0.0
2020-01-01,02:00,2020-01-01 02:00,Chittagong,22.3569,91.7832,17.85,86.53,1.35,0.01,0.0
2020-01-01,02:30,2020-01-01 02:30,Chittagong,22.3569,91.7832,17.85,86.53,1.35,0.01,0.0
2020-01-01,03:00,2020-01-01 03:00,Chittagong,22.3569,91.7832,17.73,87.72,1.34,0.01,0.0
2020-01-01,03:30,2020-01-01 03:30,Chittagong,22.3569,91.7832,17.73,87.72,1.34,0.01,0.0
2020-01-01,04:00,2020-01-01 04:00,Chittagong,22.3569,91.7832,17.63,88.2,1.3,0.01,0.0
2020-01-01,04:30,2020-01-01 04:30,Chittagong,22.3569,91.7832,17.63,88.2,1.3,0.01,0.0
2020-01-01,05:00,2020-01-01 05:00,Chittagong,22.3569,91.7832,17.52,89.35,1.29,0.02,0.0
2020-01-01,05:30,2020-01-01 05:30,Chittagong,22.3569,91.7832,17.52,89.35,1.29,0.02,0.0
2020-01-01,06:00,2020-01-01 06:00,Chittagong,22.3569,91.7832,17.41,90.56,1.29,0.02,0.02
2020-01-01,06:30,2020-01-01 06:30,Chittagong,22.3569,91.7832,17.41,90.56,1.29,0.02,0.02
2020-01-01,07:00,2020-01-01 07:00,Chittagong,22.3569,91.7832,18.86,88.14,1.41,0.12,0.32
2020-01-01,07:30,2020-01-01 07:30,Chittagong,22.3569,91.7832,18.86,88.14,1.41,0.12,0.32
2020-01-01,08:00,2020-01-01 08:00,Chittagong,22.3569,91.7832,20.55,83.17,1.31,0.37,0.85
2020-01-01,08:30,2020-01-01 08:30,Chittagong,22.3569,91.7832,20.55,83.17,1.31,0.37,0.85
2020-01-01,09:00,2020-01-01 09:00,Chittagong,22.3569,91.7832,23.59,68.43,0.69,0.6,1.4
2020-01-01,09:30,2020-01-01 09:30,Chittagong,22.3569,91.7832,23.59,68.43,0.69,0.6,1.4
2020-01-01,10:00,2020-01-01 10:00,Chittagong,22.3569,91.7832,25.19,61.52,0.35,0.63,2.07
2020-01-01,10:30,2020-01-01 10:30,Chittagong,22.3569,91.7832,25.19,61.52,0.35,0.63,2.07
2020-01-01,11:00,2020-01-01 11:00,Chittagong,22.3569,91.7832,26.07,58.14,0.27,0.67,2.13
2020-01-01,11:30,2020-01-01 11:30,Chittagong,22.3569,91.7832,26.07,58.14,0.27,0.67,2.13
2020-01-01,12:00,2020-01-01 12:00,Chittagong,22.3569,91.7832,26.52,56.73,0.66,3.41,2.27
2020-01-01,12:30,2020-01-01 12:30,Chittagong,22.3569,91.7832,26.52,56.73,0.66,3.41,2.27
2020-01-01,13:00,2020-01-01 13:00,Chittagong,22.3569,91.7832,26.47,57.12,0.93,1.18,1.88
2020-01-01,13:30,2020-01-01 13:30,Chittagong,22.3569,91.7832,26.47,57.12,0.93,1.18,1.88
2020-01-01,14:00,2020-01-01 14:00,Chittagong,22.3569,91.7832,26.35,57.63,1.06,0.35,1.46
2020-01-01,14:30,2020-01-01 14:30,Chittagong,22.3569,91.7832,26.35,57.63,1.06,0.35,1.46
2020-01-01,15:00,2020-01-01 15:00,Chittagong,22.3569,91.7832,26.06,58.43,0.99,0.08,0.87
2020-01-01,15:30,2020-01-01 15:30,Chittagong,22.3569,91.7832,26.06,58.43,0.99,0.08,0.87
2020-01-01,16:00,2020-01-01 16:00,Chittagong,22.3569,91.7832,25.07,64.19,0.86,0.01,0.32
2020-01-01,16:30,2020-01-01 16:30,Chittagong,22.3569,91.7832,25.07,64.19,0.86,0.01,0.32
2020-01-01,17:00,2020-01-01 17:00,Chittagong,22.3569,91.7832,23.55,70.19,0.86,0.0,0.0
2020-01-01,17:30,2020-01-01 17:30,Chittagong,22.3569,91.7832,23.55,70.19,0.86,0.0,0.0
2020-01-01,18:00,2020-01-01 18:00,Chittagong,22.3569,91.7832,22.77,71.08,0.94,0.0,0.0
2020-01-01,18:30,2020-01-01 18:30,Chittagong,22.3569,91.7832,22.77,71.08,0.94,0.0,0.0
2020-01-01,19:00,2020-01-01 19:00,Chittagong,22.3569,91.7832,22.2,71.84,0.91,0.0,0.0
2020-01-01,19:30,2020-01-01 19:30,Chittagong,22.3569,91.7832,22.2,71.84,0.91,0.0,0.0
2020-01-01,20:00,2020-01-01 20:00,Chittagong,22.3569,91.7832,21.66,72.86,0.86,0.0,0.0
2020-01-01,20:30,2020-01-01 20:30,Chittagong,22.3569,91.7832,21.66,72.86,0.86,0.0,0.0
2020-01-01,21:00,2020-01-01 21:00,Chittagong,22.3569,91.7832,21.08,74.8,0.86,0.0,0.0
2020-01-01,21:30,2020-01-01 21:30,Chittagong,22.3569,91.7832,21.08,74.8,0.86,0.0,0.0
2020-01-01,22:00,2020-01-01 22:00,Chittagong,22.3569,91.7832,20.49,77.3,0.92,0.0,0.0
2020-01-01,22:30,2020-01-01 22:30,Chittagong,22.3569,91.7832,20.49,77.3,0.92,0.0,0.0
2020-01-01,23:00,2020-01-01 23:00,Chittagong,22.3569,91.7832,19.9,79.31,1.04,0.0,0.0
2020-01-01,23:30,2020-01-01 23:30,Chittagong,22.3569,91.7832,19.9,79.31,1.04,0.0,0.0
2020-01-02,00:00,2020-01-02 00:00,Chittagong,22.3569,91.7832,19.33,80.14,1.28,0.0,0.0
2020-01-02,00:30,2020-01-02 00:30,Chittagong,22.3569,91.7832,19.33,80.14,1.28,0.0,0.0
2020-01-02,01:00,2020-01-02 01:00,Chittagong,22.3569,91.7832,18.74,82.96,1.39,0.0,0.0
2020-01-02,01:30,2020-01-02 01:30,Chittagong,22.3569,91.7832,18.74,82.96,1.39,0.0,0.0
2020-01-02,02:00,2020-01-02 02:00,Chittagong,22.3569,91.7832,18.26,85.61,1.45,0.0,0.0
2020-01-02,02:30,2020-01-02 02:30,Chittagong,22.3569,91.7832,18.26,85.61,1.45,0.0,0.0
2020-01-02,03:00,2020-01-02 03:00,Chittagong,22.3569,91.7832,17.84,88.12,1.49,0.0,0.0
2020-01-02,03:30,2020-01-02 03:30,Chittagong,22.3569,91.7832,17.84,88.12,1.49,0.0,0.0
2020-01-02,04:00,2020-01-02 04:00,Chittagong,22.3569,91.7832,17.48,90.65,1.51,0.04,0.0
2020-01-02,04:30,2020-01-02 04:30,Chittagong,22.3569,91.7832,17.48,90.65,1.51,0.04,0.0
2020-01-02,05:00,2020-01-02 05:00,Chittagong,22.3569,91.7832,17.23,92.31,1.49,0.19,0.0
2020-01-02,05:30,2020-01-02 05:30,Chittagong,22.3569,91.7832,17.23,92.31,1.49,0.19,0.0
2020-01-02,06:00,2020-01-02 06:00,Chittagong,22.3569,91.7832,17.3,91.82,1.34,0.67,0.01
2020-01-02,06:30,2020-01-02 06:30,Chittagong,22.3569,91.7832,17.3,91.82,1.34,0.67,0.01
2020-01-02,07:00,2020-01-02 07:00,Chittagong,22.3569,91.7832,18.9,87.47,1.19,1.02,0.22
