Date,Time,DateTime,Location,Latitude,Longitude,Temperature_2m_C,Relative_Humidity_%,Wind_Speed_2m_m/s,Precipitation_mm,Solar_Radiation_kWh/m2
2019-01-01,00:00,2019-01-01 00:00,Dhaka,23.8103,90.4125,15.11,72.26,1.17,0.0,0.0
2019-01-01,00:30,2019-01-01 00:30,Dhaka,23.8103,90.4125,15.11,72.26,1.17,0.0,0.0
2019-01-01,01:00,2019-01-01 01:00,Dhaka,23.8103,90.4125,14.55,74.7,1.15,0.0,0.0
2019-01-01,01:30,2019-01-01 01:30,Dhaka,23.8103,90.4125,14.55,74.7,1.15,0.0,0.0
2019-01-01,02:00,2019-01-01 02:00,Dhaka,23.8103,90.4125,13.97,77.45,1.13,0.0,0.0
2019-01-01,02:30,2019-01-01 02:30,Dhaka,23.8103,90.4125,13.97,77.45,1.13,0.0,0.0
2019-01-01,03:00,2019-01-01 03:00,Dhaka,23.8103,90.4125,13.42,80.48,1.11,0.0,0.0
2019-01-01,03:30,2019-01-01 03:30,Dhaka,23.8103,90.4125,13.42,80.48,1.11,0.0,0.0
2019-01-01,04:00,2019-01-01 04:00,Dhaka,23.8103,90.4125,12.93,83.44,1.1,0.0,0.0
2019-01-01,04:30,2019-01-01 04:30,Dhaka,23.8103,90.4125,12.93,83.44,1.1,0.0,0.0
2019-01-01,05:00,2019-01-01 05:00,Dhaka,23.8103,90.4125,12.54,85.98,1.11,0.0,0.0
2019-01-01,05:30,2019-01-01 05:30,Dhaka,23.8103,90.4125,12.54,85.98,1.11,0.0,0.0
2019-01-01,06:00,2019-01-01 06:00,Dhaka,23.8103,90.4125,12.3,87.41,1.11,0.0,0.0
2019-01-01,06:30,2019-01-01 06:30,Dhaka,23.8103,90.4125,12.3,87.41,1.11,0.0,0.0
2019-01-01,07:00,2019-01-01 07:00,Dhaka,23.8103,90.4125,14.14,81.51,1.04,0.0,0.45
2019-01-01,07:30,2019-01-01 07:30,Dhaka,23.8103,90.4125,14.14,81.51,1.04,0.0,0.45
2019-01-01,08:00,2019-01-01 08:00,Dhaka,23.8103,90.4125,16.79,69.56,1.41,0.0,1.16
2019-01-01,08:30,2019-01-01 08:30,Dhaka,23.8103,90.4125,16.79,69.56,1.41,0.0,1.16
2019-01-01,09:00,2019-01-01 09:00,Dhaka,23.8103,90.4125,20.39,57.35,1.27,0.0,1.83
2019-01-01,09:30,2019-01-01 09:30,Dhaka,23.8103,90.4125,20.39,57.35,1.27,0.0,1.83
2019-01-01,10:00,2019-01-01 10:00,Dhaka,23.8103,90.4125,24.24,43.15,1.11,0.0,2.33
2019-01-01,10:30,2019-01-01 10:30,Dhaka,23.8103,90.4125,24.24,43.15,1.11,0.0,2.33
2019-01-01,11:00,2019-01-01 11:00,Dhaka,23.8103,90.4125,25.48,39.38,0.79,0.0,2.47
2019-01-01,11:30,2019-01-01 11:30,Dhaka,23.8103,90.4125,25.48,39.38,0.79,0.0,2.47
2019-01-01,12:00,2019-01-01 12:00,Dhaka,23.8103,90.4125,26.14,37.5,0.59,0.0,2.47
2019-01-01,12:30,2019-01-01 12:30,Dhaka,23.8103,90.4125,26.14,37.5,0.59,0.0,2.47
2019-01-01,13:00,2019-01-01 13:00,Dhaka,23.8103,90.4125,26.4,36.66,0.64,0.0,2.21
2019-01-01,13:30,2019-01-01 13:30,Dhaka,23.8103,90.4125,26.4,36.66,0.64,0.0,2.21
2019-01-01,14:00,2019-01-01 14:00,Dhaka,23.8103,90.4125,26.25,37.07,0.78,0.0,1.69
2019-01-01,14:30,2019-01-01 14:30,Dhaka,23.8103,90.4125,26.25,37.07,0.78,0.0,1.69
2019-01-01,15:00,2019-01-01 15:00,Dhaka,23.8103,90.4125,25.57,38.79,0.91,0.0,1.07
