Date,Time,DateTime,Location,Latitude,Longitude,Temperature_2m_C,Relative_Humidity_%,Wind_Speed_2m_m/s,Precipitation_mm,Solar_Radiation_kWh/m2
2022-01-01,00:00,2022-01-01 00:00,Chittagong,22.3569,91.7832,15.43,97.0,1.87,0.0,0.0
2022-01-01,00:30,2022-01-01 00:30,Chittagong,22.3569,91.7832,15.43,97.0,1.87,0.0,0.0
2022-01-01,01:00,2022-01-01 01:00,Chittagong,22.3569,91.7832,14.98,99.17,1.93,0.0,0.0
2022-01-01,01:30,2022-01-01 01:30,Chittagong,22.3569,91.7832,14.98,99.17,1.93,0.0,0.0
2022-01-01,02:00,2022-01-01 02:00,Chittagong,22.3569,91.7832,14.55,100.0,1.98,0.0,0.0
2022-01-01,02:30,2022-01-01 02:30,Chittagong,22.3569,91.7832,14.55,100.0,1.98,0.0,0.0
2022-01-01,03:00,2022-01-01 03:00,Chittagong,22.3569,91.7832,14.18,100.0,1.87,0.0,0.0
2022-01-01,03:30,2022-01-01 03:30,Chittagong,22.3569,91.7832,14.18,100.0,1.87,0.0,0.0
2022-01-01,04:00,2022-01-01 04:00,Chittagong,22.3569,91.7832,13.9,100.0,1.75,0.0,0.0
2022-01-01,04:30,2022-01-01 04:30,Chittagong,22.3569,91.7832,13.9,100.0,1.75,0.0,0.0
2022-01-01,05:00,2022-01-01 05:00,Chittagong,22.3569,91.7832,13.66,100.0,1.69,0.0,0.0
2022-01-01,05:30,2022-01-01 05:30,Chittagong,22.3569,91.7832,13.66,100.0,1.69,0.0,0.0
2022-01-01,06:00,2022-01-01 06:00,Chittagong,22.3569,91.7832,13.52,100.0,1.64,0.0,0.02
2022-01-01,06:30,2022-01-01 06:30,Chittagong,22.3569,91.7832,13.52,100.0,1.64,0.0,0.02
2022-01-01,07:00,2022-01-01 07:00,Chittagong,22.3569,91.7832,15.42,94.56,2.14,0.0,0.45
2022-01-01,07:30,2022-01-01 07:30,Chittagong,22.3569,91.7832,15.42,94.56,2.14,0.0,0.45
2022-01-01,08:00,2022-01-01 08:00,Chittagong,22.3569,91.7832,17.34,86.46,2.19,0.0,1.18
2022-01-01,08:30,2022-01-01 08:30,Chittagong,22.3569,91.7832,17.34,86.46,2.19,0.0,1.18
2022-01-01,09:00,2022-01-01 09:00,Chittagong,22.3569,91.7832,20.2,70.88,2.87,0.0,1.84
2022-01-01,09:30,2022-01-01 09:30,Chittagong,22.3569,91.7832,20.2,70.88,2.87,0.0,1.84
2022-01-01,10:00,2022-01-01 10:00,Chittagong,22.3569,91.7832,21.75,65.52,2.84,0.0,2.32
2022-01-01,10:30,2022-01-01 10:30,Chittagong,22.3569,91.7832,21.75,65.52,2.84,0.0,2.32
2022-01-01,11:00,2022-01-01 11:00,Chittagong,22.3569,91.7832,22.85,61.97,2.52,0.0,2.6
2022-01-01,11:30,2022-01-01 11:30,Chittagong,22.3569,91.7832,22.85,61.97,2.52,0.0,2.6
2022-01-01,12:00,2022-01-01 12:00,Chittagong,22.3569,91.7832,23.55,59.22,2.1,0.0,2.59
2022-01-01,12:30,2022-01-01 12:30,Chittagong,22.3569,91.7832,23.55,59.22,2.1,0.0,2.59
2022-01-01,13:00,2022-01-01 13:00,Chittagong,22.3569,91.7832,23.92,58.02,1.78,0.0,2.34
2022-01-01,13:30,2022-01-01 13:30,Chittagong,22.3569,91.7832,23.92,58.02,1.78,0.0,2.34
2022-01-01,14:00,2022-01-01 14:00,Chittagong,22.3569,91.7832,23.88,59.6,1.91,0.0,1.9
2022-01-01,14:30,2022-01-01 14:30,Chittagong,22.3569,91.7832,23.88,59.6,1.91,0.0,1.9
2022-01-01,15:00,2022-01-01 15:00,Chittagong,22.3569,91.7832,23.4,61.51,2.19,0.0,1.22
2022-01-01,15:30,2022-01-01 15:30,Chittagong,22.3569,91.7832,23.4,61.51,2.19,0.0,1.22
2022-01-01,16:00,2022-01-01 16:00,Chittagong,22.3569,91.7832,22.03,71.32,1.85,0.0,0.47
2022-01-01,16:30,2022-01-01 16:30,Chittagong,22.3569,91.7832,22.03,71.32,1.85,0.0,0.47
2022-01-01,17:00,2022-01-01 17:00,Chittagong,22.3569,91.7832,19.72,79.98,1.61,0.0,0.0
2022-01-01,17:30,2022-01-01 17:30,Chittagong,22.3569,91.7832,19.72,79.98,1.61,0.0,0.0
2022-01-01,18:00,2022-01-01 18:00,Chittagong,22.3569,91.7832,18.75,83.36,1.68,0.0,0.0
2022-01-01,18:30,2022-01-01 18:30,Chittagong,22.3569,91.7832,18.75,83.36,1.68,0.0,0.0
