Date,Time,DateTime,Location,Latitude,Longitude,Temperature_2m_C,Relative_Humidity_%,Wind_Speed_2m_m/s,Precipitation_mm,Solar_Radiation_kWh/m2
2023-01-01,00:00,2023-01-01 00:00,Chittagong,22.3569,91.7832,14.6,91.55,1.82,0.0,0.0
2023-01-01,00:30,2023-01-01 00:30,Chittagong,22.3569,91.7832,14.6,91.55,1.82,0.0,0.0
2023-01-01,01:00,2023-01-01 01:00,Chittagong,22.3569,91.7832,14.2,92.23,1.83,0.0,0.0
2023-01-01,01:30,2023-01-01 01:30,Chittagong,22.3569,91.7832,14.2,92.23,1.83,0.0,0.0
2023-01-01,02:00,2023-01-01 02:00,Chittagong,22.3569,91.7832,13.88,91.8,1.81,0.0,0.0
2023-01-01,02:30,2023-01-01 02:30,Chittagong,22.3569,91.7832,13.88,91.8,1.81,0.0,0.0
2023-01-01,03:00,2023-01-01 03:00,Chittagong,22.3569,91.7832,13.67,90.58,1.73,0.0,0.0
2023-01-01,03:30,2023-01-01 03:30,Chittagong,22.3569,91.7832,13.67,90.58,1.73,0.0,0.0
2023-01-01,04:00,2023-01-01 04:00,Chittagong,22.3569,91.7832,13.55,89.24,1.63,0.0,0.0
2023-01-01,04:30,2023-01-01 04:30,Chittagong,22.3569,91.7832,13.55,89.24,1.63,0.0,0.0
2023-01-01,05:00,2023-01-01 05:00,Chittagong,22.3569,91.7832,13.45,88.2,1.59,0.0,0.0
2023-01-01,05:30,2023-01-01 05:30,Chittagong,22.3569,91.7832,13.45,88.2,1.59,0.0,0.0
2023-01-01,06:00,2023-01-01 06:00,Chittagong,22.3569,91.7832,13.28,88.41,1.64,0.0,0.02
2023-01-01,06:30,2023-01-01 06:30,Chittagong,22.3569,91.7832,13.28,88.41,1.64,0.0,0.02
2023-01-01,07:00,2023-01-01 07:00,Chittagong,22.3569,91.7832,14.75,85.25,1.8,0.0,0.39
2023-01-01,07:30,2023-01-01 07:30,Chittagong,22.3569,91.7832,14.75,85.25,1.8,0.0,0.39
2023-01-01,08:00,2023-01-01 08:00,Chittagong,22.3569,91.7832,16.48,78.07,2.56,0.0,1.06
2023-01-01,08:30,2023-01-01 08:30,Chittagong,22.3569,91.7832,16.48,78.07,2.56,0.0,1.06
2023-01-01,09:00,2023-01-01 09:00,Chittagong,22.3569,91.7832,18.67,70.03,2.44,0.0,1.69
2023-01-01,09:30,2023-01-01 09:30,Chittagong,22.3569,91.7832,18.67,70.03,2.44,0.0,1.69
2023-01-01,10:00,2023-01-01 10:00,Chittagong,22.3569,91.7832,21.28,55.2,2.45,0.0,2.15
2023-01-01,10:30,2023-01-01 10:30,Chittagong,22.3569,91.7832,21.28,55.2,2.45,0.0,2.15
2023-01-01,11:00,2023-01-01 11:00,Chittagong,22.3569,91.7832,22.23,52.77,2.44,0.0,2.58
2023-01-01,11:30,2023-01-01 11:30,Chittagong,22.3569,91.7832,22.23,52.77,2.44,0.0,2.58
2023-01-01,12:00,2023-01-01 12:00,Chittagong,22.3569,91.7832,22.88,51.6,2.53,0.0,2.54
2023-01-01,12:30,2023-01-01 12:30,Chittagong,22.3569,91.7832,22.88,51.6,2.53,0.0,2.54
2023-01-01,13:00,2023-01-01 13:00,Chittagong,22.3569,91.7832,23.16,51.87,2.64,0.0,2.24
2023-01-01,13:30,2023-01-01 13:30,Chittagong,22.3569,91.7832,23.16,51.87,2.64,0.0,2.24
2023-01-01,14:00,2023-01-01 14:00,Chittagong,22.3569,91.7832,23.11,53.3,2.72,0.0,1.69
2023-01-01,14:30,2023-01-01 14:30,Chittagong,22.3569,91.7832,23.11,53.3,2.72,0.0,1.69
2023-01-01,15:00,2023-01-01 15:00,Chittagong,22.3569,91.7832,22.6,56.72,2.53,0.0,1.04
2023-01-01,15:30,2023-01-01 15:30,Chittagong,22.3569,91.7832,22.6,56.72,2.53,0.0,1.04
2023-01-01,16:00,2023-01-01 16:00,Chittagong,22.3569,91.7832,20.95,69.93,1.66,0.0,0.38
2023-01-01,16:30,2023-01-01 16:30,Chittagong,22.3569,91.7832,20.95,69.93,1.66,0.0,0.38
2023-01-01,17:00,2023-01-01 17:00,Chittagong,22.3569,91.7832,18.89,73.97,1.58,0.0,0.0
2023-01-01,17:30,2023-01-01 17:30,Chittagong,22.3569,91.7832,18.89,73.97,1.58,0.0,0.0
2023-01-01,18:00,2023-01-01 18:00,Chittagong,22.3569,91.7832,17.9,77.44,1.7,0.0,0.0
2023-01-01,18:30,2023-01-01 18:30,Chittagong,22.3569,91.7832,17.9,77.44,1.7,0.0,0.0
2023-01-01,19:00,2023-01-01 19:00,Chittagong,22.3569,91.7832,17.12,80.6,1.78,0.0,0.0
2023-01-01,19:30,2023-01-01 19:30,Chittagong,22.3569,91.7832,17.12,80.6,1.78,0.0,0.0
2023-01-01,20:00,2023-01-01 20:00,Chittagong,22.3569,91.7832,16.48,82.96,1.8,0.0,0.0
2023-01-01,20:30,2023-01-01 20:30,Chittagong,22.3569,91.7832,16.48,82.96,1.8,0.0,0.0
2023-01-01,21:00,2023-01-01 21:00,Chittagong,22.3569,91.7832,15.84,85.71,1.84,0.0,0.0
2023-01-01,21:30,2023-01-01 21:30,Chittagong,22.3569,91.7832,15.84,85.71,1.84,0.0,0.0
2023-01-01,22:00,2023-01-01 22:00,Chittagong,22.3569,91.7832,15.14,89.04,1.96,0.0,0.0
